y_pred,tau
-0.5,1e-06
-0.4393939393939394,0.015383408644814715
-0.3787878787878788,0.06031036666599437
-0.3181818181818182,0.13295147219364226
-0.25757575757575757,0.23147632335786164
-0.19696969696969696,0.3540545182887557
-0.13636363636363635,0.4988556551164279
-0.07575757575757575,0.6640493319709813
-0.015151515151515138,0.8478051469825196
0.045454545454545414,1.0482926982811454
0.10606060606060608,1.2636815839969626
0.16666666666666674,1.492141402260074
0.2272727272727273,1.7318417512005833
0.28787878787878785,1.9809522289485935
0.3484848484848485,2.237642433634208
0.40909090909090917,2.50008196338753
0.4696969696969697,2.7664404163386633
0.5303030303030303,3.0348873906177096
0.5909090909090908,3.3035924843547733
0.6515151515151516,3.570725295679959
0.7121212121212122,3.834456579768309
0.7727272727272727,4.093202385322233
0.8333333333333335,4.345926043300962
0.893939393939394,4.591664935539908
0.9545454545454546,4.829456443874487
1.0151515151515151,5.058337950140111
1.0757575757575757,5.277346836172198
1.1363636363636365,5.485520483806158
1.196969696969697,5.681896274877406
1.2575757575757576,5.865511591221359
1.3181818181818183,6.035403814673428
1.378787878787879,6.190610327069029
1.4393939393939394,6.330168510243574
1.5,6.453115746032481
1.5606060606060606,6.558489416271161
1.621212121212121,6.64532690279503
1.6818181818181817,6.712665587439502
1.7424242424242427,6.759542852039991
1.8030303030303032,6.784996078431911
1.8636363636363638,6.788062648450676
1.9242424242424243,6.767814280649156
1.9848484848484849,6.724657533471267
2.0454545454545454,6.660732969592388
2.106060606060606,6.578297038109309
2.166666666666667,6.479606188118814
2.2272727272727275,6.366916868717691
2.287878787878788,6.242485529002731
2.3484848484848486,6.1085686180707155
2.409090909090909,5.967422585018437
2.4696969696969697,5.821303878942681
2.5303030303030303,5.672468948940234
2.590909090909091,5.523174244107883
2.6515151515151514,5.375676213542419
2.7121212121212124,5.232231306340625
2.772727272727273,5.095095971599292
2.8333333333333335,4.966526658415207
2.893939393939394,4.848779815885155
2.9545454545454546,4.7441118931059245
3.015151515151515,4.654779339174304
3.0757575757575757,4.583038603187081
3.1363636363636367,4.530977700201702
3.1969696969696972,4.498164372983302
3.257575757575758,4.482226253695749
3.3181818181818183,4.4807410681208815
3.378787878787879,4.491286542040544
3.4393939393939394,4.511440401236575
3.5,4.53878037149082
3.5606060606060606,4.570884178585119
3.621212121212121,4.605329548301311
3.6818181818181817,4.639694206421242
3.742424242424242,4.6715558787267515
3.8030303030303028,4.6984922909996785
3.8636363636363633,4.71808116902187
3.9242424242424248,4.727900238575165
3.9848484848484853,4.725527225441404
4.045454545454546,4.708539855402428
4.106060606060606,4.674515854240082
4.166666666666667,4.6210329477362055
4.2272727272727275,4.54566886167264
4.287878787878788,4.446001321831229
4.348484848484849,4.320094922610717
4.409090909090909,4.16961252178168
4.46969696969697,3.997829729408191
4.53030303030303,3.808029762876468
4.590909090909091,3.6034958395727226
4.651515151515151,3.3875111768831707
4.712121212121212,3.163358992194028
4.7727272727272725,2.934322502891507
4.833333333333334,2.7036849263618215
4.8939393939393945,2.474729479991191
4.954545454545455,2.2507393811658276
5.015151515151516,2.034997847271946
5.075757575757576,1.8307880956957607
5.136363636363637,1.6413933438234871
5.196969696969697,1.4700968090413389
5.257575757575758,1.3201817087355314
5.318181818181818,1.194931260292279
5.378787878787879,1.0976286810977962
5.4393939393939394,1.0315571885382984
5.5,1.0
